01:32:08.444 [background-preinit] INFO  o.h.v.i.util.Version - [<clinit>,21] - HV000001: Hibernate Validator 6.2.5.Final
01:38:11.868 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:38:11.868 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:38:13.450 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:13.652 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6A 00 1A 69 0D
01:38:13.652 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:13.654 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.8, 光照=26.0
01:38:13.951 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:14.152 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:38:14.153 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:14.156 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:38:18.450 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:18.651 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E4 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 80 FB
01:38:18.651 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.8, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:18.654 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.8, 湿度=14.8, pH=6.55
01:38:18.950 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:19.152 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6A 00 1A 69 0D
01:38:19.152 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:19.154 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.8, 光照=26.0
01:38:21.872 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:38:22.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:38:22.173 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:38:22.373 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:38:22.675 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:38:22.675 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:38:23.451 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:23.654 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6C 00 1A 89 0C
01:38:23.654 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=62.0, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:23.657 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=62.0, 光照=26.0
01:38:23.953 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:24.155 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 90 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 B7 F9
01:38:24.155 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:24.158 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.4, pH=6.55
01:38:28.451 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:28.653 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6C 00 1A 89 0C
01:38:28.653 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=62.0, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:28.657 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=62.0, 光照=26.0
01:38:28.952 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:29.155 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:38:29.155 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:29.158 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:38:32.680 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:38:32.981 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:38:32.981 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:38:33.181 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:38:33.482 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:38:33.482 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:38:33.683 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:33.885 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6B 00 1A 38 CD
01:38:33.885 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.9, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:33.888 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.9, 光照=26.0
01:38:34.183 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:34.386 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:38:34.386 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:34.389 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:38:38.454 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:38.656 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:38:38.656 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:38.661 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:38:38.954 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:39.157 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 6A 00 1A 69 0D
01:38:39.157 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.8, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:39.159 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.8, 光照=26.0
01:38:43.455 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:43.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 68 00 1A C8 CD
01:38:43.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:43.660 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.6, 光照=26.0
01:38:43.957 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:44.158 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 94 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 46 3A
01:38:44.158 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=14.8, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:44.161 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=14.8, pH=6.55
01:38:44.460 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:38:44.761 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:38:44.761 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:38:44.962 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:38:45.263 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:38:45.263 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:38:48.455 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:48.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 68 00 1A C8 CD
01:38:48.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:48.660 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.6, 光照=26.0
01:38:48.957 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:49.159 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 96 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 BF FB
01:38:49.159 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.0, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:49.163 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.0, pH=6.55
01:38:53.455 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:53.656 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF FF
01:38:53.656 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:53.661 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.55
01:38:53.956 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:54.157 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 68 00 1A C8 CD
01:38:54.157 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 解析后的数据: {illuminance=26.0, pastureId=71, temperature=23.8, humidity=61.6, type=air, deviceId=58, deviceName=温度湿度光照传感器}
01:38:54.160 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveAirData,124] - 空气传感器数据保存成功: 设备ID=58, 温度=23.8, 湿度=61.6, 光照=26.0
01:38:55.268 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 58, 指令: 01 03 00 00 00 01 84 0A
01:38:55.569 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 58, 回复: 01 03 02 00 EE 38 08
01:38:55.569 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 58
01:38:55.771 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,78] - 发送心跳指令到设备 ID: 59, 指令: 02 03 00 00 00 01 84 39
01:38:56.073 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,105] - 收到设备回复。设备ID: 59, 回复: 02 03 02 00 E3 BD CD
01:38:56.073 [Serial-Command-Executor] INFO  c.s.s.i.HeartbeatServiceImpl - [lambda$sendHeartbeatAndValidate$0,124] - 心跳回复校验通过。设备ID: 59
01:38:58.456 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 土壤8合一传感器 (ID: 59): 02 03 00 00 00 20 44 21
01:38:58.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 接收到原始数据: 02 03 40 00 E3 00 9A 00 91 00 69 00 21 00 05 00 27 02 8F 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 11 00 12 00 14 00 13 00 37 00 38 00 39 00 15 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 AF FF
01:38:58.657 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,166] - 设备 土壤8合一传感器 (ID: 59, 类型: 2) 解析后的数据: {salinity=105.0, potassium=39.0, conductivity=145.0, soil_temperature=22.7, nitrogen=33.0, pastureId=71, soil_humidity=15.4, type=soil, deviceId=59, deviceName=土壤8合一传感器, ph_value=6.55, phosphorus=5.0}
01:38:58.660 [Serial-Command-Executor] INFO  c.s.s.i.DataProcessingServiceImpl - [saveSoilData,138] - 土壤传感器数据保存成功: 设备ID=59, 温度=22.7, 湿度=15.4, pH=6.55
01:38:58.957 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,131] - 发送指令到设备 温度湿度光照传感器 (ID: 58): 01 03 00 00 00 03 05 CB
01:38:59.159 [Serial-Command-Executor] INFO  c.s.s.SensorCommunicationService - [lambda$startSensorCollectLoop$0,145] - 设备 温度湿度光照传感器 (ID: 58, 类型: 1) 接收到原始数据: 01 03 06 00 EE 02 67 00 1A F8 CE
